DistanceMatrix1,DistanceMatrix2,DistanceMatrix3,DistanceMatrix4,DistanceMatrix5,DistanceMatrix6,DistanceMatrix7,DistanceMatrix8,DistanceMatrix9,DistanceMatrix10,DistanceMatrix11,DistanceMatrix12,DistanceMatrix13,DistanceMatrix14,DistanceMatrix15,DistanceMatrix16
0,12.5572976386073,14.7639710904298,8.71139651658954,11.6305300904494,10.0023659303285,9.97045913783237,14.9534502369752,25.7634294774505,12.2185061757073,27.9554621389733,15.6527665058215,19.4229257914739,20.1088648427779,37.5596537436149,8.98762756969693
12.5572976386073,0,9.01623613375879,15.0944735662992,10.1068384746359,17.3753486829674,15.3716822538484,20.1942676083359,30.0310523810714,19.6129387555545,36.0944352028111,23.5131742945621,28.2028398812113,27.0966317221966,43.7532996378127,14.7149759432841
14.7639710904298,9.01623613375878,0,17.1324343852068,11.306801048523,18.8134939541199,18.1441051391814,23.1798269419172,33.0773907736391,22.3184155053405,39.1014084424918,26.3321086584143,30.095255175389,30.1386583185829,44.1327814061122,17.1652606432544
8.71139651658955,15.0944735662991,17.1324343852067,0,12.0811715940513,8.56719156234186,12.1897259067217,17.4634370284141,28.4570596260759,11.8217096770356,27.5362224940185,15.2438107171268,15.7447065779594,20.9348459493998,32.7817425682771,8.63948648197355
11.6305300904494,10.1068384746359,11.306801048523,12.0811715940513,0,11.738600504152,17.7725361534101,23.4895976944321,34.5467541482438,18.9674174329195,35.7807235874864,22.9057326541182,22.3624727466896,28.4668486681295,34.45953489216,14.0602470399797
10.0023659303285,17.3753486829673,18.81349395412,8.56719156234186,11.738600504152,0,17.5800195466405,22.6632450009161,33.57529504963,15.0246671780849,30.4994179651263,18.4162081566682,14.8637067451182,25.0854990835948,27.8349305750862,11.3147550406566
9.97045913783236,15.3716822538484,18.1441051391815,12.1897259067218,17.7725361534101,17.5800195466405,0,9.79596490437915,18.2821277589653,10.5220528803497,24.255555541886,13.3332112107855,23.025076758024,15.4170506461612,44.2455459320957,8.52894048638031
14.9534502369752,20.194267608336,23.179826941917,17.4634370284141,23.4895976944322,22.6632450009162,9.79596490437914,0,12.8877568569785,9.85912474064071,20.8014475014721,11.6730805996868,25.3062661034119,12.014524783733,47.9580499663003,12.5057233988046
25.7634294774505,30.0310523810714,33.0773907736391,28.4570596260762,34.5467541482439,33.57529504963,18.2821277589653,12.8877568569785,0,19.9009815704672,19.4222809864572,18.1226162258446,33.8068558835059,11.4710803592521,57.2471366057374,23.2850950437442
12.2185061757073,19.6129387555546,22.3184155053404,11.8217096770356,18.9674174329196,15.0246671780848,10.5220528803497,9.85912474064071,19.9009815704673,0,19.6750322566027,9.51644430457874,15.7657587140064,12.6221307030683,38.204989922393,10.2665045510044
27.9554621389734,36.094435202811,39.1014084424919,27.5362224940187,35.7807235874864,30.4994179651264,24.2555555418858,20.801447501472,19.4222809864571,19.6750322566027,0,15.8473800801653,23.707223882328,13.2902357015651,45.6448757415115,25.0490928779685
15.6527665058215,23.5131742945621,26.3321086584141,15.2438107171269,22.9057326541183,18.4162081566682,13.3332112107855,11.6730805996868,18.1226162258447,9.51644430457874,15.8473800801654,0,15.7418074722642,9.64145807265433,39.1606585795743,13.2054260837453
19.4229257914738,28.2028398812114,30.095255175389,15.7447065779594,22.3624727466894,14.8637067451182,23.0250767580239,25.3062661034119,33.8068558835059,15.7657587140064,23.707223882328,15.7418074722642,0,22.76427237073,23.5814446565379,18.0620311896529
20.1088648427779,27.0966317221967,30.138658318583,20.9348459493998,28.4668486681294,25.0854990835944,15.4170506461612,12.014524783733,11.4710803592521,12.6221307030683,13.2902357015651,9.64145807265433,22.76427237073,0,46.2616309006063,17.3182292923053
37.5596537436149,43.7532996378131,44.1327814061118,32.7817425682772,34.4595348921602,27.8349305750864,44.2455459320956,47.9580499663001,57.2471366057375,38.2049899223931,45.6448757415114,39.1606585795743,23.5814446565379,46.2616309006064,0,37.9019978217771
8.98762756969694,14.7149759432842,17.1652606432544,8.63948648197355,14.0602470399796,11.3147550406566,8.5289404863803,12.5057233988045,23.2850950437442,10.2665045510044,25.0490928779684,13.2054260837454,18.0620311896529,17.3182292923052,37.9019978217772,0
